POSTCODE,TOTSENAP,TOWN,PSENSAP,CLOSEDATE,TOTPUPSENDN,AGEH,TSENA,PNUMNOFSM,ISNEW,LAESTAB,ISPOST16,NUMNOFSM,TSENSAP,NORB,LOCALITY,PNORG,NORG,SFGENDER,LAT,ICLOSE,OPENDATE,RELDENOM,NUMFSMEVER,PNUMFSM,LNG,STREET,PNUMUNCFL,ISSECONDARY,ADDRESS3,PNUMFSMEVER,ADMPOL,NUMEAL,GENDER,NUMUNCFL,LA,AGEL,PTOTSENST,SCHNAME,PNUMEAL,URN,PSENA,TOTSENST,PNORB,ISPRIMARY,NUMENGFL,ESTAB,PNUMENGFL,NEWACFLAG,NFTYPE,NUMFSM,MINORGROUP,PTOTSENAP,TELNUM
LS27 0PD,,Leeds,,,,19,,,1,3834067,1,,,,,,,Mixed,53.743502,1,01/09/2014,,,,-1.6090851,Fountain Street,,1,,,Comprehensive,,Mixed,,383,11,,The Ruth Gorse Academy,,140565,,,,0,,4067,,7,Free School - Mainstream,,Academy (including Free Schools),,0113 2898413
LS17 8RU,22,Leeds,5.9,,409,11,20,90.7,0,3832390,0,371,24,222,,45.7,187,Mixed,53.8562246,1,,Does not apply,61.0,9.3,-1.51731,Barfield Crescent,0.0,0,,14.9,Not applicable,81,Mixed,0,383,4,SUPP,Wigton Moor Primary School,23.1,107870,4.9,SUPP,54.3,1,269,2390,76.9,6,Community School,38,Maintained School,5.4,0113 2682341
LS9 6DA,53,Leeds,11.5,,486,11,81,45.6,1,3832008,0,190,56,244,Harehills,49.8,242,Mixed,53.811659,1,,Does not apply,287.0,54.4,-1.505743,Foundry Place,0.0,0,,68.8,Not applicable,171,Mixed,0,383,3,0.6,Woodlands Primary Academy,47.9,139015,16.7,3,50.2,1,186,2008,52.1,6,Academy Sponsor Led,227,Academy (including Free Schools),10.9,0113 2407382
LS17 5DJ,110,Leeds,12.9,,952,18,290,66.6,0,3834041,1,615,123,548,,42.4,404,Mixed,53.8348503,1,,Does not apply,463.0,33.4,-1.5508401,Carr Manor Road,0.4,1,,50.2,Comprehensive,285,Mixed,4,383,4,1.4,Carr Manor Community School Specialist Sports College,30.9,108059,30.5,13,57.6,1,634,4041,68.7,6,Community School,308,Maintained School,11.6,0113 3368400
LS10 2DN,59,Leeds,14.2,,416,11,43,55.2,0,3832474,0,187,59,210,Hunslet,49.5,206,Mixed,53.7719491,1,,Does not apply,205.0,44.8,-1.5280508,Woodhouse Hill Road,0.0,0,,60.6,Not applicable,26,Mixed,0,383,3,0.0,Hunslet Carr Primary School,9.2,107950,10.3,0,50.5,1,257,2474,90.8,6,Community School,152,Maintained School,14.2,0113 2713804
LS17 9LE,,Leeds,,,,19,,,0,3836007,1,,,,,,,Mixed,53.8991178,1,,Church of England,,,-1.5102488,Harewood,,1,,,Not collected,,Mixed,,383,2,,Gateways School,,108104,,,,1,,6007,,6,Other Independent School,,Independent School,,0113 2886345
LS14 6QB,69,Leeds,16.5,,437,11,42,59.2,0,3832444,0,223,72,229,Seacroft,47.6,208,Mixed,53.8185397,1,,Does not apply,228.0,40.8,-1.4678193,Kentmere Avenue,0.0,0,,60.5,Not applicable,13,Mixed,0,383,3,0.7,Beechwood Primary School,4.1,107920,9.6,3,52.4,1,306,2444,95.9,6,Foundation School,154,Maintained School,15.8,0113 2930250
LS16 5AG,38,Leeds,4.3,,1083,18,134,75.0,0,3834006,1,664,47,570,West Park,47.4,513,Mixed,53.8361542,1,,Does not apply,380.0,25.0,-1.5951888,Ring Road,0.0,1,,42.9,Comprehensive,263,Mixed,0,383,11,0.8,Lawnswood School,24.3,108055,12.4,9,52.6,0,820,4006,75.7,6,Community School,221,Maintained School,3.5,0113 2844020
LS14 5JW,54,Leeds,17.5,,314,11,42,51.2,0,3832468,0,132,55,168,,46.5,146,Mixed,53.820381,1,,Does not apply,168.0,48.8,-1.4518759,Swarcliffe Drive,SUPP,0,,65.1,Not applicable,5,Mixed,SUPP,383,3,SUPP,Swarcliffe Primary School,2.3,107944,13.4,SUPP,53.5,1,206,2468,96.7,6,Community School,126,Maintained School,17.2,0113 2930275
LS10 3SW,52,Leeds,11.5,,460,11,54,61.5,0,3833053,0,240,53,243,,47.2,217,Mixed,53.7503357,1,,Church of England,216.0,38.5,-1.5437042,Moor Flatts Road,0.0,0,,56.1,Not applicable,34,Mixed,0,383,3,SUPP,Middleton St Mary's Church of England Voluntary Controlled Primary School,10.5,108002,11.7,SUPP,52.8,1,291,3053,89.5,6,Voluntary Controlled School,150,Maintained School,11.3,0113 2717206
LS6 2LG,,Leeds,,,,18,,,1,3834061,1,,,,Woodhouse Cliff,,,Mixed,53.8175861,1,01/08/2014,Does not apply,,,-1.5585735,Bedford Field,,1,,,Comprehensive,,Mixed,,383,11,,Leeds City Academy,,139646,,,,0,,4061,,3,Academy Sponsor Led,,Academy (including Free Schools),,0113 2844260
LS12 2AY,19,Leeds,9.3,,204,11,39,60.2,0,3832484,0,109,19,106,,48.0,98,Mixed,53.80100729999999,1,,Does not apply,87.0,39.8,-1.5893858,Salisbury Terrace,0.0,0,,50.3,Not applicable,47,Mixed,0,383,3,0.0,Armley Primary School,32.9,107960,19.1,0,52.0,1,96,2484,67.1,6,Community School,72,Maintained School,9.3,0113 2639216
LS27 9QY,14,Leeds,6.1,,296,11,6,87.1,0,3832512,0,222,18,142,Morley,52.0,154,Mixed,53.7554002,1,,Does not apply,57.0,12.9,-1.610486,Horsfall Street,0.0,0,,22.4,Not applicable,3,Mixed,0,383,3,1.4,Asquith Primary School,1.5,132795,2.0,4,48.0,1,194,2512,98.5,6,Community School,33,Maintained School,4.7,0113 3075550
LS28 6AB,23,Pudsey,5.9,,425,11,13,90.8,0,3832339,0,315,25,224,Stanningley,47.3,201,Mixed,53.802054,1,,Does not apply,65.0,9.2,-1.6669914,Primrose Hill,0.0,0,,18.7,Not applicable,27,Mixed,0,383,3,SUPP,Pudsey Primrose Hill Primary School,9.4,107850,3.1,SUPP,52.7,1,260,2339,90.6,6,Community School,32,Maintained School,5.4,0113 2574129
LS6 4QD,SUPP,Leeds,87.1,,210,19,0,67.7,0,3837073,1,105,183,148,Meanwood,29.5,62,Mixed,53.8400314,1,,Does not apply,59.0,32.3,-1.5592039,Tongue Lane,0.0,1,,46.5,Not applicable,26,Mixed,0,383,2,86.7,North West Specialist Inclusive Learning Centre,14.7,134885,0.0,182,70.5,1,151,7073,85.3,6,Community Special School,50,Special School,SUPP,0113 3368270
LS22 6JS,29,Wetherby,3.6,,911,18,56,91.2,0,3834111,1,610,33,529,,41.9,382,Mixed,53.9298376,1,,,119.0,8.8,-1.3804539,Hallfield Lane,0.0,1,,17.7,Comprehensive,87,Mixed,0,383,11,0.4,Wetherby High School,9.5,108088,6.1,4,58.1,0,824,4111,90.5,6,Foundation School,59,Maintained School,3.2,01937 522500
LS16 8DY,10,Leeds,5.9,,256,11,12,93.8,0,3832416,0,198,15,140,Adel,45.3,116,Mixed,53.8493533,1,,Does not apply,25.0,6.2,-1.575759,Tile Lane,0.0,0,,11.8,Not applicable,29,Mixed,0,383,3,2.0,Adel Primary School,16.0,107892,4.7,5,54.7,1,152,2416,84.0,6,Community School,13,Maintained School,3.9,0113 2301116
LS27 8LA,42,Leeds,9.4,,447,11,14,82.8,0,3832293,0,328,42,214,Morley,52.1,233,Mixed,53.7469537,1,,Does not apply,127.0,17.2,-1.5963861,Appleby Way,0.0,0,,33.2,Not applicable,12,Mixed,0,383,3,0.0,Seven Hills Primary School,3.7,107824,3.1,0,47.9,1,311,2293,96.3,6,Community School,68,Maintained School,9.4,0113 2527194
LS13 4EH,17,Leeds,6.1,,294,11,36,77.3,0,3832488,0,191,18,156,Pudsey,46.9,138,Mixed,53.79927199999999,1,,Does not apply,92.0,22.7,-1.6369936,Wellstone Avenue,0.0,0,,37.2,Not applicable,22,Mixed,0,383,3,SUPP,Park Spring Primary School,11.2,107964,12.2,SUPP,53.1,1,174,2488,88.8,6,Community School,56,Maintained School,5.8,0113 2576589
LS21 3AP,15,Otley,7.8,,204,11,14,95.6,1,3833360,0,195,16,111,,45.6,93,Mixed,53.9065998,1,,Roman Catholic,27.0,4.4,-1.6957607,Manor Square,0.0,0,,13.2,Not applicable,9,Mixed,0,383,4,SUPP,St Joseph's Catholic Primary School,5.1,139355,6.9,SUPP,54.4,1,166,3360,94.9,6,Academy - Converter Mainstream,9,Academy (including Free Schools),7.4,01943 463840
LS8 1NE,39,Leeds,9.7,,473,11,18,92.4,0,3832434,0,389,46,245,,48.2,228,Mixed,53.8289572,1,,Does not apply,49.0,7.6,-1.5132895,Gledhow Lane,0.0,0,,11.6,Not applicable,126,Mixed,0,383,3,1.5,Kerr Mackie Primary School,34.9,107910,3.8,7,51.8,1,235,2434,65.1,6,Community School,32,Maintained School,8.2,0113 3368499
LS4 2TF,16,Leeds,7.3,,220,11,32,71.9,0,3833377,0,138,16,114,Argie Avenue,48.2,106,Mixed,53.8118498,1,,Roman Catholic,77.0,28.1,-1.5955473,Eden Way,0.0,0,,39.7,Not applicable,60,Mixed,0,383,3,0.0,Sacred Heart Catholic Primary School,36.6,108031,14.5,0,51.8,1,104,3377,63.4,6,Voluntary Aided School,54,Maintained School,7.3,0113 3368003
LS4 2TF,17,Leeds,6.0,,282,11,17,86.1,0,3832407,0,205,17,147,,47.9,135,Mixed,53.8123173,1,,Does not apply,68.0,13.9,-1.5959168,Eden Way,0.0,0,,28.6,Not applicable,74,Mixed,0,383,3,0.0,Beecroft Primary School,38.1,107883,6.0,0,52.1,1,120,2407,61.9,6,Community School,33,Maintained School,6.0,0113 2144562
LS15 0PT,83,Leeds,8.1,,1286,18,248,83.7,0,3834046,1,902,104,671,Selby Road,47.8,615,Mixed,53.7965434,1,,,360.0,16.3,-1.4613297,Field End Grove,0.0,1,,33.3,Comprehensive,50,Mixed,0,383,11,1.6,Temple Moor High School Science College,3.9,108064,19.3,21,52.2,0,1236,4046,96.1,6,Foundation School,176,Maintained School,6.5,0113 3900770
LS19 6DD,15,Leeds,7.9,,318,11,22,96.2,0,3832271,0,306,25,160,Rawdon,49.7,158,Mixed,53.85539559999999,1,,Does not apply,43.0,3.8,-1.6890566,New Road Side,0.0,0,,13.5,Not applicable,7,Mixed,0,383,4,3.1,Rawdon Littlemoor Primary School,2.6,107810,6.9,10,50.3,1,266,2271,97.4,6,Foundation School,12,Maintained School,4.7,0113 8879690
LS25 7PA,8,Leeds,6.6,,167,11,12,96.4,0,3832384,0,161,11,77,Kippax,53.9,90,Mixed,53.7701958,1,,,15.0,3.6,-1.3722833,Ebor Mount,0.0,0,,9.0,Not applicable,SUPP,Mixed,0,383,4,1.8,Kippax Greenfield Primary School,SUPP,107867,7.2,3,46.1,1,141,2384,99.3,6,Foundation School,6,Maintained School,4.8,0113 2876195
LS28 8AT,21,Pudsey,5.2,,481,11,39,84.8,0,3832335,0,336,25,252,,47.6,229,Mixed,53.78831839999999,1,,Does not apply,99.0,15.2,-1.663443,Littlemoor Crescent,0.0,0,,25.1,Not applicable,15,Mixed,0,383,3,0.8,Southroyd Primary and Nursery School,4.5,107847,8.1,4,52.4,1,318,2335,95.5,6,Foundation School,60,Maintained School,4.4,0113 2570197
LS17 6SF,101,Leeds,7.8,,1445,18,121,80.4,0,3834040,1,948,112,693,,52.0,752,Mixed,53.84194,1,,Does not apply,410.0,19.6,-1.520098,Talbot Avenue,0.0,1,,34.7,Comprehensive,303,Mixed,0,383,11,0.8,Allerton Grange School,21.0,108058,8.4,11,48.0,0,1142,4040,79.0,6,Community School,231,Maintained School,7.0,0113 3930304
LS16 7RX,25,Leeds,5.7,,920,18,94,78.1,0,3834062,1,606,52,470,,48.9,450,Mixed,53.854713,1,,Does not apply,328.0,21.9,-1.6093439,Holtdale Approach,0.0,1,,42.2,Comprehensive,184,Mixed,0,383,11,2.9,Ralph Thoresby School,20.0,108075,10.2,27,51.1,0,736,4062,80.0,6,Foundation School,170,Maintained School,2.7,0113 3368181
LS19 7HW,17,Leeds,8.0,,212,11,11,98.6,1,3833363,0,209,17,116,Off New Road,45.3,96,Mixed,53.8654501,1,,Roman Catholic,8.0,1.4,-1.6992149,Crofters Lea,0.0,0,Yeadon,3.8,Not applicable,SUPP,Mixed,0,383,4,0.0,Ss Peter and Paul Catholic Primary School,SUPP,139354,5.2,0,54.7,1,179,3363,98.9,6,Academy - Converter Mainstream,3,Academy (including Free Schools),8.0,0113 3230419
LS25 1LJ,85,Leeds,5.5,,1950,18,109,94.1,0,3834112,1,1424,107,995,Garforth,49.0,955,Mixed,53.78716009999999,1,,,216.0,5.9,-1.391353,Lidgett Lane,0.0,1,,14.2,Comprehensive,31,Mixed,0,383,11,1.1,Garforth Academy,1.6,136343,5.6,22,51.0,0,1919,4112,98.4,6,Academy - Converter Mainstream,89,Academy (including Free Schools),4.4,0113 2127127
LS6 4LD,17,Leeds,8.0,,213,11,SUPP,95.8,0,3833907,0,204,17,113,,46.9,100,Mixed,53.8313847,1,,Church of England,24.0,4.2,-1.5733892,Green Road,0.0,0,,11.3,Not applicable,17,Mixed,0,383,4,0.0,Meanwood Church of England Primary School,9.3,108046,SUPP,0,53.1,1,166,3907,90.7,6,Voluntary Aided School,9,Maintained School,8.0,0113 2755883
BD11 1JY,22,Bradford,5.2,,442,11,53,89.6,0,3833921,0,328,23,223,Drighlington,49.5,219,Mixed,53.7531639,1,,Does not apply,77.0,10.4,-1.6613474,Moorland Road,0.0,0,,21.0,Not applicable,4,Mixed,0,383,3,SUPP,Drighlington Primary School,1.3,134407,12.0,SUPP,50.5,1,316,3921,98.8,6,Community School,38,Maintained School,5.0,0113 2853000
LS9 6QY,20,Leeds,8.5,,282,11,13,82.6,0,3833375,0,233,24,129,,54.3,153,Mixed,53.8115299,1,,Roman Catholic,88.0,17.4,-1.4891833,Oakwood Lane,0.0,0,,31.2,Not applicable,61,Mixed,0,383,4,1.4,St Nicholas Catholic Primary School,25.3,108029,4.6,4,45.7,1,180,3375,74.7,6,Voluntary Aided School,49,Maintained School,7.1,0113 2930318
LS11 7DG,29,Leeds,11.5,,262,11,23,68.6,1,3832005,0,144,30,127,,51.5,135,Mixed,53.7727387,1,,,91.0,31.4,-1.5520948,Harlech Road,0.0,0,,43.3,Not applicable,136,Mixed,0,383,3,SUPP,Park View Primary Academy,75.1,138673,8.8,SUPP,48.5,1,45,2005,24.9,6,Academy Sponsor Led,66,Academy (including Free Schools),11.1,0113 2716754
LS20 9DA,19,Leeds,5.6,,338,7,11,91.7,0,3832270,0,243,19,171,Guiseley,49.4,167,Mixed,53.8761746,1,,Does not apply,30.0,8.3,-1.7110019,Oxford Road,0.0,0,,11.2,Not applicable,6,Mixed,0,383,3,0.0,Guiseley Infant and Nursery School,3.4,107809,3.3,0,50.6,1,173,2270,96.6,6,Foundation School,22,Maintained School,5.6,01943 873359
LS7 4HE,34,Leeds,9.4,,404,11,35,65.1,0,3832433,0,239,38,192,,52.5,212,Mixed,53.82088,1,,Does not apply,185.0,34.9,-1.526645,Newton Road,1.0,0,,51.2,Not applicable,141,Mixed,3,383,3,1.0,Bracken Edge Primary School,46.7,107909,8.7,4,47.5,1,158,2433,52.3,6,Community School,128,Maintained School,8.4,0113 2623335
LS11 8PN,59,Leeds,10.5,,593,11,20,78.8,0,3832470,0,408,62,304,,48.7,289,Mixed,53.7720333,1,,Does not apply,161.0,21.2,-1.5728239,Town Street,0.0,0,,31.1,Not applicable,55,Mixed,0,383,3,0.5,Beeston Primary School,12.8,107946,3.4,3,51.3,1,376,2470,87.2,6,Foundation School,110,Maintained School,9.9,0113 2716978
LS26 0NB,,Leeds,,,,11,,,1,3832013,0,,,,Rothwell,,,Mixed,53.7540621,1,01/04/2014,Church of England,,,-1.4788288,Queensway,,0,,,Not collected,,Mixed,,383,4,,Rothwell Church of England Primary Academy,,140399,,,,1,,2013,,3,Academy Sponsor Led,,Academy (including Free Schools),,0113 2739190
LS28 8EP,36,Pudsey,8.0,,485,11,41,81.3,0,3832331,0,331,39,284,,41.4,201,Mixed,53.801482,1,,Does not apply,106.0,18.7,-1.6948794,Moorland Grove,0.0,0,,26.0,Not applicable,226,Mixed,0,383,3,0.6,Pudsey Bolton Royd Primary School,65.1,107845,8.5,3,58.6,1,121,2331,34.9,6,Community School,76,Maintained School,7.4,0113 3862560
LS14 1EG,39,Leeds,19.9,,206,11,9,87.4,0,3833912,0,180,41,93,,54.9,113,Mixed,53.8371091,1,,Church of England,57.0,12.6,-1.4639095,Whinmoor Crescent,0.0,0,,27.7,Not applicable,19,Mixed,0,383,3,SUPP,Whinmoor St Paul's Church of England Primary School,10.8,108051,4.4,SUPP,45.1,1,157,3912,89.2,6,Voluntary Aided School,26,Maintained School,18.9,0113 2657250
WF10 2HR,76,Castleford,7.2,,1280,18,209,87.4,0,3834113,1,939,92,638,Allerton Bywater,50.2,642,Mixed,53.7570665,1,,,282.0,12.6,-1.3810302,Brigshaw Lane,0.0,1,,26.2,Comprehensive,23,Mixed,0,383,11,1.3,Brigshaw High School and Language College,1.8,108090,16.3,16,49.8,0,1257,4113,98.2,6,Foundation School,135,Maintained School,5.9,0113 3368100
LS12 2LH,18,Leeds,8.6,,222,11,19,79.0,0,3833372,0,147,19,122,Armley,45.0,100,Mixed,53.7963977,1,,Roman Catholic,66.0,21.0,-1.5809067,Parliament Road,0.0,0,,35.5,Not applicable,28,Mixed,0,383,3,SUPP,Holy Family Catholic Primary School,17.9,108026,8.6,SUPP,55.0,1,128,3372,82.1,6,Voluntary Aided School,39,Maintained School,8.1,0113 2143565
LS15 9AL,23,Leeds,11.3,,256,11,27,95.1,0,3832453,0,193,29,143,Colton,44.1,113,Mixed,53.7937997,1,,,21.0,4.9,-1.4373189,School Lane,0.0,0,,10.3,Not applicable,12,Mixed,0,383,3,2.3,Colton Primary School,7.0,107929,10.5,6,55.9,1,160,2453,93.0,6,Foundation School,10,Maintained School,9.0,0113 2647514
BD4 8ER,8,Bradford,3.8,,237,11,22,66.5,0,3832326,0,137,9,104,Tyersal,56.1,133,Mixed,53.78915840000001,1,,Does not apply,99.0,33.5,-1.7009608,Tyersal Walk,0.0,0,,48.3,Not applicable,29,Mixed,0,383,3,SUPP,Pudsey Tyersal Primary School,16.7,107841,9.3,SUPP,43.9,1,145,2326,83.3,6,Community School,69,Maintained School,3.4,01274 662363
LS11 9LA,31,Leeds,9.8,,316,11,24,53.8,0,3832476,0,150,31,158,Holbeck,50.0,158,Mixed,53.7842188,1,,Does not apply,168.0,46.2,-1.5638442,Brown Lane East,0.0,0,,63.9,Not applicable,104,Mixed,0,383,3,0.0,Ingram Road Primary School,47.7,107952,7.6,0,50.0,1,114,2476,52.3,6,Community School,129,Maintained School,9.8,0113 2456136
LS28 5BH,26,Pudsey,10.2,,256,11,6,97.2,0,3832302,0,173,26,133,Farsley,48.0,123,Mixed,53.8091951,1,,Does not apply,17.0,2.8,-1.6719335,Frances Street,0.0,0,,9.6,Not applicable,SUPP,Mixed,0,383,3,0.0,Westroyd Primary and Nursery School,SUPP,107827,2.3,0,52.0,1,119,2302,99.2,6,Community School,5,Maintained School,10.2,0113 2551601
LS17 6DR,18,Leeds,9.5,,210,11,11,91.4,0,3832440,0,192,20,124,,41.0,86,Mixed,53.84502,1,,Does not apply,27.0,8.6,-1.53241,Shadwell Lane,0.0,0,,12.9,Not applicable,62,Mixed,0,383,5,SUPP,Moortown Primary School,34.4,107916,5.2,SUPP,59.0,1,118,2440,65.6,6,Community School,18,Maintained School,8.6,0113 2685915
LS16 7EZ,10,Leeds,2.7,,405,11,4,92.6,0,3833903,0,375,11,233,,42.5,172,Mixed,53.8592548,1,,Church of England,56.0,7.4,-1.6219316,Green Lane,0.0,0,,13.8,Not applicable,17,Mixed,0,383,4,SUPP,Cookridge Holy Trinity Church of England Primary School,4.9,108042,1.0,SUPP,57.5,1,329,3903,95.1,6,Voluntary Aided School,30,Maintained School,2.5,0113 2253040
LS8 1ND,72,Leeds,6.6,,1778,18,133,88.5,0,3834063,1,1210,117,877,Roundhay,50.7,901,Mixed,53.82945309999999,1,,Does not apply,318.0,11.5,-1.5145725,Gledhow Lane,0.0,1,,23.2,Comprehensive,395,Mixed,0,383,4,2.5,Roundhay School,23.0,108076,7.5,45,49.3,1,1323,4063,77.0,6,Community School,157,Maintained School,4.0,0113 3931200
LS28 6HL,0,Pudsey,100.0,,187,19,0,57.9,0,3837074,1,84,187,126,Stanningley,32.6,61,Mixed,53.8080341,1,,Does not apply,83.0,42.1,-1.6585645,4 Town Street,0.0,1,,57.8,Not applicable,16,Mixed,0,383,2,100.0,West Specialist Inclusive Learning Centre,8.8,134884,0.0,187,67.4,1,166,7074,91.2,6,Community Special School,61,Special School,0.0,0113 3862450
LS12 3DS,51,Leeds,6.3,,1055,18,231,66.7,1,3834037,1,622,66,547,Armley,48.2,508,Mixed,53.79441689999999,1,,Does not apply,530.0,33.3,-1.6055035,Whingate Road,0.0,1,,56.9,Comprehensive,274,Mixed,0,383,11,1.4,Swallow Hill Community College,26.0,139054,21.9,15,51.8,0,781,4037,74.0,6,Academy Sponsor Led,310,Academy (including Free Schools),4.8,0113 2630110
LS14 2BL,22,Leeds,9.4,,233,11,7,76.5,0,3832456,0,137,22,118,,49.4,115,Mixed,53.8312141,1,,Does not apply,80.0,23.5,-1.4534929,Naburn Drive,0.0,0,,44.7,Not applicable,4,Mixed,0,383,3,0.0,White Laith Primary School,2.7,107932,3.0,0,50.6,1,143,2456,97.3,6,Foundation School,42,Maintained School,9.4,0113 2930280
LS3 1JP,12,Leeds,4.2,,313,11,17,58.8,0,3832415,0,151,13,155,,50.5,158,Mixed,53.8036341,1,,Does not apply,141.0,41.2,-1.5668204,Burley Road,SUPP,0,,56.4,Not applicable,126,Mixed,SUPP,383,3,SUPP,Rosebank Primary School,61.5,107891,5.4,SUPP,49.5,1,78,2415,38.0,6,Foundation School,106,Maintained School,3.8,0113 2433497
LS8 3PF,61,Leeds,13.5,,468,11,31,75.1,0,3833368,0,299,63,236,,49.6,232,Mixed,53.813868,1,,Roman Catholic,152.0,24.9,-1.506367,St Wilfrid's Circus,0.0,0,,38.2,Not applicable,142,Mixed,0,383,3,SUPP,St Augustine's Catholic Primary School,42.0,108022,6.6,SUPP,50.4,1,196,3368,58.0,6,Voluntary Aided School,99,Maintained School,13.0,0113 2930350
LS28 9HU,35,Pudsey,4.8,,1004,18,80,86.6,1,3834107,1,751,48,494,,50.8,510,Mixed,53.7928885,1,,Does not apply,249.0,13.4,-1.6565617,Robin Lane,SUPP,1,,28.7,Comprehensive,27,Mixed,SUPP,383,11,1.3,Crawshaw Academy,2.7,138304,8.0,13,49.2,0,976,4107,97.2,6,Academy Sponsor Led,116,Academy (including Free Schools),3.5,0113 3368540
LS9 0JY,24,Leeds,5.4,,460,11,83,46.7,0,3833923,0,183,25,222,,51.7,238,Mixed,53.7942359,1,,,283.0,53.3,-1.4901047,Halton Moor Avenue,0.0,0,,73.5,Not applicable,78,Mixed,0,383,3,SUPP,Meadowfield Primary School,24.0,134516,18.0,SUPP,48.3,1,247,3923,76.0,6,Foundation School,209,Maintained School,5.2,0113 3368010
LS10 2JU,194,Leeds,18.1,,1111,19,264,58.2,0,3836907,1,572,201,583,,47.5,528,Mixed,53.7657726,1,,Does not apply,643.5,41.8,-1.5378074,Old Run Road,SUPP,1,,65.6,Comprehensive,436,Mixed,SUPP,383,11,0.6,South Leeds Academy,39.2,135969,23.8,7,52.5,0,673,6907,60.6,6,Academy Sponsor Led,411,Academy (including Free Schools),17.5,0113 2127147
LS20 8DT,36,Leeds,3.4,,1297,18,48,95.1,0,3834108,1,1019,44,664,Guiseley,48.8,633,Mixed,53.871206,1,,Does not apply,142.0,4.9,-1.717707,Fieldhead Road,0.0,1,,13.2,Comprehensive,42,Mixed,0,383,11,0.6,Guiseley School,3.2,108085,3.7,8,51.2,0,1255,4108,96.8,6,Community School,52,Maintained School,2.8,01943 872315
LS10 4HU,98,Leeds,28.9,,381,11,79,49.1,0,3832477,0,187,110,186,,51.2,195,Mixed,53.742956,1,,Does not apply,280.0,50.9,-1.547892,Middleton Park Avenue,0.0,0,,73.5,Not applicable,43,Mixed,0,383,5,3.1,Middleton Primary School,13.4,107953,20.7,12,48.8,1,278,2477,86.6,6,Foundation School,194,Maintained School,25.7,0113 2717969
LS12 5AW,,Leeds,,,,11,,,1,3832016,0,,,,Farnley,,,Mixed,53.7911986,1,01/05/2014,Does not apply,,,-1.6193254,Stonebridge Grove,,0,,,Not applicable,,Mixed,,383,4,,Ryecroft Academy,,140824,,,,1,,2016,,3,Academy Sponsor Led,,Academy (including Free Schools),,0113 2632433
LS10 2PS,19,Leeds,12.0,,166,11,17,59.1,0,3832481,0,75,20,77,Off Church Street,53.6,89,Mixed,53.778575,1,,Does not apply,73.0,40.9,-1.5238438,Belinda Street,0.0,0,,57.5,Not applicable,20,Mixed,0,383,3,SUPP,Low Road Primary School,18.0,107957,10.2,SUPP,46.4,1,91,2481,82.0,6,Community School,52,Maintained School,11.4,0113 2141704
LS26 0NB,14,Leeds,8.7,31/03/2014,183,11,9,90.7,0,3833043,0,166,16,68,Rothwell,62.8,115,Mixed,53.7540621,2,,Church of England,41.0,9.3,-1.4788288,Queensway,0.0,0,,22.4,Not applicable,SUPP,Mixed,0,383,4,SUPP,Rothwell Church of England Voluntary Controlled Primary School,SUPP,107993,4.9,SUPP,37.2,1,151,3043,98.7,4,Voluntary Controlled School,17,Maintained School,7.7,0113 2146312
LS11 5EL,29,Leeds,8.0,,373,11,42,64.8,0,3832475,0,199,30,187,,49.9,186,Mixed,53.77780680000001,1,,Does not apply,158.0,35.2,-1.5437453,Fairford Avenue,SUPP,0,,51.5,Not applicable,167,Mixed,SUPP,383,3,SUPP,Hunslet Moor Primary School,63.7,107951,11.3,SUPP,50.1,1,93,2475,35.5,6,Community School,108,Maintained School,7.8,0113 2717257
LS8 5DQ,67,Leeds,9.8,,722,11,70,68.7,0,3832449,0,431,71,366,Harehills,49.3,356,Mixed,53.81195959999999,1,,Does not apply,289.0,31.3,-1.5137939,Darfield Road,0.0,0,,46.3,Not applicable,462,Mixed,0,383,3,0.6,Harehills Primary School,86.5,107925,9.7,4,50.7,1,72,2449,13.5,6,Community School,196,Maintained School,9.3,0113 2350539
LS27 0LZ,79,Leeds,7.5,,1232,18,84,80.6,0,3834109,1,887,92,707,Morley,42.6,525,Mixed,53.74559989999999,1,,Does not apply,410.0,19.4,-1.6192932,Bruntcliffe Lane,SUPP,1,,37.2,Comprehensive,65,Mixed,SUPP,383,11,1.1,Bruntcliffe School,5.3,108086,6.8,13,57.4,0,1165,4109,94.6,6,Foundation School,213,Maintained School,6.4,0113 2523225
LS10 3SL,34,Leeds,14.3,,237,11,10,72.5,0,3833379,0,150,34,117,,50.6,120,Mixed,53.74970930000001,1,,Roman Catholic,79.0,27.5,-1.5477573,St Philips Avenue,0.0,0,,38.2,Not applicable,45,Mixed,0,383,3,0.0,St Philip's Catholic Primary and Nursery School,25.4,108033,4.2,0,49.4,1,132,3379,74.6,6,Voluntary Aided School,57,Maintained School,14.3,0113 2716763
LS28 8DS,,Pudsey,,,,19,,,0,3836117,1,,,,,,,Mixed,53.7840402,1,,Moravian,,,-1.6631146,Fulneck,,1,,,Not collected,,Mixed,,383,3,,Fulneck School,,108117,,,,1,,6117,,6,Other Independent School,,Independent School,,0113 2570235
LS18 5AF,48,Leeds,19.8,,253,11,21,77.5,0,3832398,0,183,50,131,Horsforth,48.2,122,Mixed,53.84099459999999,1,,Does not apply,96.0,22.5,-1.6332305,North Broadgate Lane,0.0,0,,45.9,Not applicable,29,Mixed,0,383,3,SUPP,Broadgate Primary School,16.1,107874,8.3,SUPP,51.8,1,151,2398,83.9,6,Community School,53,Maintained School,19.0,0113 2582685
